id,reviews,score,cleanliness,communication,checkIn,accuracy,location,value
7767,3,0,5,4,1,5,5,1
7768,2,5,0,4,3,1,2,4
7769,2,3,0,1,0,1,5,1
7770,17,0,1,5,1,4,1,3
7771,4,0,4,3,0,1,2,4
7772,0,3,5,4,1,4,3,0
7773,19,5,1,1,1,3,3,4
7774,20,4,0,1,0,4,2,2
7775,8,1,3,0,0,5,0,1
7776,15,5,4,4,5,2,0,2
7777,4,1,4,3,0,2,5,0
7778,20,5,2,3,3,4,5,3
7779,27,5,3,2,3,2,3,3
7780,3,5,5,3,0,3,5,2
7781,3,3,5,2,3,1,4,0
7782,7,2,1,1,2,5,4,3
7783,23,0,5,4,1,4,1,5
7784,5,0,2,4,4,2,0,3
7785,10,3,3,0,2,3,0,3
7786,9,2,2,3,4,0,4,4
7787,9,2,0,2,1,2,5,2
7788,17,1,0,5,5,5,3,2
7789,1,5,4,0,0,1,0,3
7790,21,1,3,5,0,5,4,1
7791,25,2,2,5,4,0,5,5
7792,9,3,5,5,1,5,4,2
7793,6,1,1,1,1,0,3,0
7794,22,3,1,5,5,5,5,2
7795,25,5,2,1,2,3,2,5
7796,28,4,1,5,3,1,5,0
7797,14,3,3,1,4,1,3,4
7798,9,3,3,4,4,2,4,4
7799,9,0,4,1,4,4,0,2
7800,0,1,2,5,1,2,3,2
7801,24,1,5,3,1,4,1,0
7802,23,1,0,4,2,3,5,2
7803,16,5,1,0,5,1,0,4
7804,0,0,5,0,4,4,1,1
7805,16,3,0,2,2,3,1,0
7806,26,3,4,3,3,0,3,3
7807,10,1,4,2,3,4,1,0
7808,24,5,0,4,5,2,0,1
7809,21,2,0,4,4,1,4,2
7810,20,3,2,3,0,4,2,3
7811,0,4,1,3,5,0,0,0
7812,19,0,5,2,1,2,0,3
7813,25,4,4,4,5,1,4,5
7814,13,5,5,5,4,1,1,0
7815,15,3,4,5,2,4,5,4
7816,19,4,3,4,0,1,0,3
7817,8,5,1,0,1,4,5,3
7818,3,1,4,2,4,1,2,5
7819,20,1,5,4,2,5,1,2
7820,11,3,2,2,5,4,4,4
7821,6,0,0,0,5,5,4,5
7822,6,4,3,0,3,1,1,0
7823,17,5,4,1,2,3,5,3
7824,27,2,1,2,1,3,1,3
7825,0,5,0,2,4,0,0,5
7826,4,3,5,0,3,4,4,4
7827,13,4,3,0,4,3,1,3
7828,19,5,4,5,3,4,3,4
7829,24,5,0,4,5,1,1,3
7830,29,3,4,2,1,4,0,4
7831,5,0,5,3,3,2,4,3
7832,15,5,2,5,1,4,1,5
7833,14,1,4,4,1,0,0,0
7834,28,0,5,1,2,2,0,1
7835,29,4,5,5,3,4,3,0
7836,19,4,3,2,5,4,3,3
7837,9,3,5,1,3,3,5,2
7838,13,3,1,4,3,5,3,2
7839,11,4,3,1,2,1,4,1
7840,23,5,2,3,2,0,5,2
7841,14,2,2,5,2,1,1,0
7842,12,0,3,4,0,1,2,1
7843,17,0,2,2,2,5,4,5
7844,0,4,2,4,1,2,0,4
7845,20,0,0,3,4,3,3,3
7846,16,4,1,1,2,0,2,0
7847,11,3,3,4,1,0,3,4
7848,1,3,2,1,4,2,0,3
7849,13,5,4,2,1,3,3,3
7850,19,3,2,5,4,3,3,2
7851,28,4,2,1,4,2,2,4
7852,24,2,5,2,3,0,3,5
7853,7,4,4,2,4,2,4,3
7854,20,0,0,1,3,1,5,5
7855,14,5,3,0,5,2,2,1
7856,12,5,4,3,2,3,1,3
7857,8,0,1,5,3,5,2,2
7858,14,4,0,3,2,2,1,5
7859,7,2,2,3,1,4,5,4
7860,23,5,5,2,1,0,4,4
7861,15,1,2,5,5,0,2,2
7862,15,3,2,3,2,2,3,2
7863,6,4,4,5,5,5,1,2
7864,4,3,5,5,5,3,0,2
7865,10,5,5,2,0,2,5,5
7866,5,3,5,3,1,5,4,2
7867,11,5,2,1,4,2,4,0
7868,2,1,0,2,2,5,1,4
7869,23,5,1,4,2,2,4,0
7870,25,2,2,2,4,2,2,4
7871,24,1,2,4,1,2,3,1
7872,29,3,2,2,3,4,0,4
7873,14,4,1,3,0,0,4,2
7874,28,4,5,2,0,2,0,5
7875,0,0,4,5,4,2,0,4
7876,26,1,5,0,0,4,0,4
7877,27,0,3,5,2,5,0,0
7878,27,3,1,3,5,3,5,5
7879,9,3,1,4,2,3,1,1
7880,11,0,0,2,0,4,0,4
7881,1,1,1,0,5,2,3,4
7882,24,5,5,5,3,2,1,3
7883,13,3,3,5,3,2,2,5
7884,24,0,0,1,2,1,1,1
7885,9,5,0,1,4,5,3,1
7886,29,1,3,1,3,0,1,0
7887,1,2,1,0,2,3,5,1
7888,29,2,0,4,0,2,0,5
7889,23,5,0,4,3,4,1,0
7890,10,3,0,1,5,4,4,2
7891,4,0,4,0,5,4,1,0
7892,22,3,5,5,0,2,3,4
7893,20,3,2,5,5,5,1,5
7894,1,3,5,5,4,0,4,5
7895,29,1,2,3,4,2,1,3
7896,17,4,3,2,1,3,3,3
7897,19,0,5,2,5,1,3,0
7898,0,0,4,3,2,3,0,5
7899,9,4,5,2,4,0,2,2
7900,6,0,4,1,0,1,5,1
7901,25,4,3,5,2,1,3,1
7902,21,2,0,1,4,4,3,5
7903,7,1,4,5,1,5,0,0
7904,23,0,2,0,5,5,4,1
7905,22,2,2,5,0,3,5,0
7906,28,1,4,5,5,0,4,2
7907,11,1,5,1,2,4,4,2
7908,8,0,2,4,2,5,2,2
7909,4,1,5,1,4,5,0,1
7910,24,4,1,3,0,1,0,5
7911,1,1,2,5,0,1,2,3
7912,8,0,5,5,1,5,3,0
7913,25,5,3,3,4,0,5,2
7914,28,1,3,0,1,0,2,2
7915,3,0,3,3,1,2,2,5
7916,26,0,0,5,3,5,4,2
7917,27,1,4,3,4,2,0,5
7918,23,0,0,0,4,0,1,5
7919,2,3,4,2,1,2,5,5
7920,15,5,5,5,3,0,3,5
7921,12,1,3,2,4,5,2,2
7922,4,0,5,3,4,4,3,1
7923,26,1,4,4,2,4,0,3
7924,14,1,3,4,3,3,5,0
7925,4,3,1,0,1,1,1,0
7926,28,0,2,2,1,1,3,0
7927,29,4,5,1,2,1,5,3
7928,15,2,3,3,4,5,4,4
7929,11,4,3,5,4,4,4,4
7930,12,4,4,5,1,5,3,5
7931,18,2,1,2,0,3,0,2
7932,15,3,3,3,3,4,5,1
7933,13,1,1,4,4,1,0,5
7934,16,2,1,2,2,5,2,2
7935,19,2,5,1,4,3,5,4
7936,5,3,4,5,4,1,1,4
7937,22,5,5,1,3,1,3,0
7938,15,2,4,3,1,2,2,1
7939,24,5,4,2,3,3,2,5
7940,9,0,2,3,0,1,1,4
7941,8,0,5,0,3,4,2,5
7942,22,1,0,3,2,3,5,3
7943,7,3,0,2,1,4,2,1
7944,14,3,1,3,4,1,0,1
7945,24,1,4,1,1,1,3,3
7946,28,4,5,1,4,5,0,1
7947,11,3,5,3,2,2,2,1
7948,8,2,5,2,3,4,5,4
7949,10,0,0,1,4,5,5,2
7950,22,4,5,2,0,1,2,4
7951,3,5,1,2,2,2,1,3
7952,21,1,0,2,4,5,3,1
7953,29,2,2,1,0,5,5,0
7954,0,0,2,2,3,4,1,3
7955,4,5,1,5,1,0,1,3
7956,28,3,2,5,5,5,4,2
7957,8,2,4,2,3,2,4,1
7958,12,3,2,5,4,3,3,3
7959,8,0,5,4,3,2,3,1
7960,17,3,4,5,0,4,1,3
7961,4,5,0,5,1,2,0,1
7962,2,0,1,1,4,3,1,3
7963,15,2,0,3,4,5,3,5
7964,15,5,2,5,0,4,5,4
7965,24,4,3,1,2,4,0,2
7966,0,4,5,1,0,3,1,3
7967,17,2,5,0,5,2,4,4
7968,25,1,1,2,2,2,2,1
7969,22,1,3,3,2,1,5,5
7970,17,5,2,4,4,1,3,2
7971,5,1,4,1,1,1,4,1
7972,6,5,4,1,1,3,0,4
7973,9,2,5,2,1,2,4,2
7974,15,0,0,2,0,0,0,1
7975,27,1,2,2,4,5,2,5
7976,10,3,3,0,5,5,1,2
7977,4,5,4,5,3,5,2,4
7978,20,0,5,2,5,3,3,3
7979,22,1,3,4,1,1,4,0
7980,24,2,3,3,4,5,4,1
7981,17,4,4,0,0,1,0,3
7982,13,4,2,1,4,5,0,0
7983,10,5,4,2,0,3,1,5
7984,16,5,4,2,0,4,1,5
7985,27,2,3,2,0,5,0,4
7986,20,5,0,3,5,0,2,4
7987,15,4,1,4,0,4,5,4
7988,10,1,4,5,5,0,1,0
7989,18,5,4,1,3,2,3,5
7990,18,2,1,0,5,3,0,1
7991,16,3,2,5,3,1,5,3
7992,8,0,5,0,1,1,1,5
7993,25,0,2,2,3,0,5,5
7994,17,0,1,5,4,1,3,2
7995,8,1,5,2,2,0,3,3
7996,1,2,1,5,0,2,4,0
7997,13,3,3,2,5,2,1,1
7998,17,5,5,4,3,0,1,0
7999,4,4,0,1,5,3,2,5
8000,9,0,4,1,4,2,0,2
8001,28,1,0,5,4,5,2,0
8002,21,1,1,3,4,3,4,2
8003,25,3,0,4,2,0,1,0
8004,7,1,5,3,1,4,5,5
8005,15,1,1,1,0,1,0,1
8006,20,5,5,3,4,0,1,1
8007,11,2,1,2,4,2,4,3
8008,9,3,4,2,3,2,5,2
8009,15,1,1,1,4,1,4,0
8010,28,3,3,0,4,3,3,3
8011,28,0,4,1,0,0,2,0
8012,5,2,5,4,5,2,3,2
8013,9,1,5,0,5,4,5,3
8014,3,4,4,5,0,2,2,3
8015,17,2,5,4,2,3,3,4
8016,15,4,4,0,2,1,0,1
8017,4,0,2,3,2,2,5,4
8018,4,3,5,2,1,0,1,2
8019,21,4,2,1,5,3,3,1
8020,8,0,1,1,2,0,1,2
8021,4,0,4,5,2,4,3,0
8022,12,3,1,3,5,0,4,4
8023,18,2,0,4,0,0,3,0
8024,7,0,2,1,4,5,4,3
8025,0,1,4,5,5,1,1,5
8026,13,2,1,0,2,0,4,1
8027,29,4,4,5,1,5,2,3
8028,9,3,2,4,4,2,3,4
8029,21,3,3,0,2,2,2,2
8030,7,3,5,2,5,5,3,2
8031,28,0,0,1,5,1,5,3
8032,17,5,1,1,0,3,5,2
8033,0,3,0,0,2,4,3,3
8034,24,1,3,5,3,2,1,3
8035,12,1,0,2,5,0,3,1
8036,4,3,4,3,5,0,5,3
8037,27,3,2,2,0,3,5,4
8038,25,1,4,4,0,5,3,5
8039,10,0,4,4,1,3,0,3
8040,11,2,3,1,2,0,3,1
8041,5,1,1,2,1,3,1,3
8042,12,3,0,1,1,1,1,0
8043,29,5,1,4,1,3,3,0
8044,0,2,3,2,1,4,5,4
8045,6,2,4,3,0,2,5,5
8046,28,4,5,3,3,4,5,0
8047,7,0,3,5,5,5,1,4
8048,29,1,0,4,0,1,3,2
8049,16,2,5,5,0,1,4,1
8050,25,2,4,5,2,3,0,2
8051,20,5,4,0,1,3,4,3
8052,7,4,4,5,3,4,0,2
8053,6,5,1,3,0,5,5,1
8054,28,3,3,5,1,1,4,4
8055,26,4,4,4,2,4,5,2
8056,11,4,0,4,1,3,2,0
8057,0,0,3,5,5,5,1,4
8058,13,2,5,3,2,4,4,4
8059,17,1,4,0,2,3,3,0
8060,15,0,0,2,4,3,4,3
8061,18,1,3,2,3,3,0,0
8062,25,5,5,5,0,5,2,0
8063,1,4,1,4,4,5,1,3
8064,27,1,2,4,4,1,1,3
8065,2,3,0,3,5,1,3,0
8066,13,3,1,3,3,5,4,2
8067,1,3,4,2,5,1,4,1
8068,21,4,4,1,1,4,4,0
8069,25,0,2,0,2,1,2,5
8070,25,3,3,2,1,5,5,4
8071,7,3,1,2,2,5,3,5
8072,10,2,5,2,4,3,3,4
8073,17,3,4,2,2,3,0,1
8074,0,3,5,1,3,3,5,2
8075,7,4,3,5,2,4,0,1
8076,20,0,1,2,3,2,2,2
8077,16,0,5,4,1,2,3,0
8078,16,2,0,2,5,2,0,0
8079,7,2,4,5,3,2,0,5
8080,22,4,2,5,1,5,3,3
8081,2,3,5,1,3,3,3,5
8082,18,1,0,5,4,0,5,4
8083,6,1,1,3,5,0,1,4
8084,13,5,0,1,0,0,2,0
8085,13,5,0,2,0,4,2,1
8086,29,1,3,0,4,0,3,0
8087,15,1,3,5,2,2,3,1
8088,0,5,3,1,4,0,0,2
8089,1,2,0,4,3,0,3,2
8090,2,4,0,3,3,5,0,1
8091,19,1,3,4,0,4,3,3
8092,4,3,2,4,0,2,2,5
8093,2,1,4,1,0,3,4,3
8094,9,5,3,5,0,0,5,2
8095,22,1,5,0,1,5,4,5
8096,7,4,2,3,4,2,5,4
8097,19,5,2,2,5,2,2,4
8098,2,2,1,1,5,5,5,4
8099,27,5,0,2,5,2,4,0
8100,19,3,0,3,5,5,1,2
8101,12,4,3,3,4,1,1,2
8102,22,2,4,2,5,4,3,1
8103,15,0,4,0,4,3,5,0
8104,1,4,4,3,4,4,0,5
8105,16,4,5,5,0,5,0,4
8106,21,5,0,0,5,4,1,3
8107,24,3,0,0,3,2,0,5
8108,19,5,2,2,4,5,2,0
8109,3,5,1,3,3,3,2,2
8110,21,2,5,0,2,1,3,5
8111,5,1,5,3,5,5,3,2
8112,29,1,3,1,0,3,2,3
8113,0,4,4,2,4,3,0,0
8114,15,2,0,1,0,3,5,3
8115,12,2,3,0,0,5,1,5
8116,27,5,5,4,1,4,2,5
8117,6,4,2,0,2,5,2,3
8118,22,3,4,5,2,3,3,5
8119,20,2,1,3,5,3,3,0
8120,2,1,4,3,1,0,0,4
8121,26,5,5,3,3,5,2,4
8122,9,0,2,1,3,2,3,5
8123,29,4,4,3,5,0,2,2
8124,9,3,5,0,5,5,0,2
8125,23,5,5,0,0,4,5,5
8126,11,4,4,4,5,0,3,3
8127,6,0,1,1,5,3,2,2
8128,6,4,0,5,0,1,0,0
8129,18,0,4,0,1,4,4,0
8130,9,3,1,2,2,1,1,0
8131,20,3,5,0,5,2,2,0
8132,21,3,3,2,5,5,4,2
8133,22,1,4,0,5,4,5,1
8134,17,4,2,2,2,4,1,3
8135,5,4,3,1,4,5,1,5
8136,27,4,1,4,3,3,1,1
8137,22,3,2,4,5,2,5,1
8138,2,0,2,3,4,1,5,3
8139,6,1,1,5,1,3,3,3
8140,0,0,1,4,3,1,1,2
8141,13,3,0,5,2,1,1,2
8142,25,1,0,5,5,2,0,5
8143,23,0,2,5,5,4,5,2
8144,0,2,1,2,4,0,2,3
8145,16,1,0,4,5,2,2,2
8146,6,5,5,3,3,3,4,0
8147,2,4,3,1,3,1,0,5
8148,19,5,4,0,5,3,5,3
8149,2,2,1,1,0,2,0,4
8150,6,1,4,2,2,0,2,0
8151,9,2,5,1,2,5,5,4
8152,27,3,5,4,4,5,4,2
8153,16,5,2,2,5,5,4,5
8154,19,2,5,4,2,4,4,0
8155,29,5,4,1,3,1,5,4
8156,6,2,2,0,1,2,0,4
8157,21,1,0,3,2,1,0,2
8158,14,3,2,2,1,1,2,1
8159,11,5,4,2,0,5,1,2
8160,13,0,4,2,4,3,5,1
8161,16,3,0,0,1,4,5,5
8162,8,1,2,0,1,3,3,3
8163,6,0,4,4,5,3,3,0
8164,10,2,4,5,2,1,2,1
8165,17,0,0,1,4,4,3,1
8166,2,5,3,2,2,3,2,4
8167,0,3,3,4,5,3,1,4
8168,26,0,4,1,0,4,0,2
8169,12,3,3,2,2,0,5,0
8170,24,4,4,2,0,1,3,3
8171,16,1,5,3,5,1,1,1
8172,25,1,1,3,3,5,5,4
8173,13,0,5,2,2,2,5,1
8174,26,4,3,4,1,0,5,5
8175,22,0,1,0,0,2,4,4
8176,4,3,0,5,4,1,5,1
8177,21,2,1,2,2,3,5,2
8178,1,4,5,1,2,3,2,2
8179,14,5,2,5,1,2,2,4
8180,5,0,1,2,5,0,2,3
8181,0,0,5,3,5,2,0,4
8182,28,1,5,5,1,4,4,3
8183,16,4,2,5,5,1,2,4
8184,29,4,3,0,0,1,3,4
8185,14,0,4,0,0,4,1,4
8186,18,4,1,2,0,0,5,3
8187,27,5,3,4,1,5,3,0
8188,10,2,0,4,5,4,4,3
8189,11,2,2,0,2,5,0,5
8190,24,5,4,4,1,5,2,4
8191,27,1,3,4,2,1,1,2
8192,11,0,0,1,1,2,4,3
8193,24,2,0,2,1,4,5,3
8194,8,1,3,4,1,0,4,3
8195,5,5,5,0,2,4,3,1
8196,6,2,3,3,0,3,4,1
8197,14,0,0,3,4,2,0,1
8198,27,3,5,2,5,4,5,0
8199,28,1,5,1,4,2,0,5
8200,17,0,4,1,3,2,0,1
8201,4,3,2,1,0,2,0,0
8202,3,1,0,4,2,3,1,1
8203,26,4,4,2,3,2,3,2
8204,12,2,3,2,2,3,3,4
8205,17,4,1,0,5,1,5,5
8206,21,0,5,3,0,2,0,1
8207,25,1,3,3,2,2,4,0
8208,25,0,2,3,5,5,0,2
8209,18,5,5,5,4,1,3,4
8210,28,2,1,1,1,3,5,2
8211,14,2,4,1,1,3,1,5
8212,13,2,4,1,0,1,0,4
8213,26,3,1,4,5,5,4,5
8214,18,4,2,4,1,3,0,5
8215,25,1,5,2,2,5,2,3
8216,18,2,5,2,4,0,4,5
8217,4,5,4,2,5,2,2,1
8218,12,4,5,2,1,5,0,2
8219,21,5,4,1,5,2,0,1
8220,8,3,0,3,0,1,5,2
8221,9,4,0,3,5,3,3,4
8222,2,3,0,2,5,1,2,5
8223,15,1,3,5,1,1,3,0
8224,8,3,5,5,1,1,1,2
8225,11,2,1,1,1,2,4,3
8226,18,4,1,2,3,1,4,5
8227,6,3,5,0,0,1,5,2
8228,10,5,2,2,2,3,2,3
8229,16,3,3,3,5,3,4,3
8230,15,2,0,1,4,2,4,4
8231,13,2,2,5,3,5,2,2
8232,1,1,3,0,5,0,1,5
8233,26,4,2,4,4,5,3,2
8234,2,4,2,4,3,0,2,3
8235,23,5,0,5,5,3,1,1
8236,22,2,2,1,5,3,5,3
8237,21,4,0,4,1,3,1,4
8238,25,0,5,2,5,4,2,0
8239,11,5,2,3,5,0,2,5
8240,18,5,3,1,0,5,5,0
8241,26,2,2,5,5,2,5,5
8242,27,5,5,5,3,2,2,2
8243,16,5,4,4,3,0,0,5
8244,1,4,3,0,3,2,2,3
8245,10,3,1,5,3,3,3,4
8246,17,2,1,1,3,5,4,0
8247,5,4,0,0,1,4,5,5
8248,14,5,1,1,5,3,3,0
8249,20,1,5,0,5,0,3,2
8250,17,3,0,1,2,1,1,5
8251,13,4,1,2,0,0,2,5
8252,25,1,0,0,1,3,3,0
8253,16,5,0,4,2,1,2,4
8254,11,0,3,0,5,0,2,4
8255,1,2,2,2,4,1,4,3
8256,11,5,0,5,1,3,3,4
8257,1,2,5,0,1,5,4,1
8258,5,1,3,2,1,0,2,0
8259,7,2,0,3,1,3,3,4
8260,0,4,5,4,0,4,5,5
8261,16,0,4,3,4,2,2,2
8262,0,4,0,3,4,0,2,1
8263,23,1,0,2,1,3,1,3
8264,19,4,5,1,3,1,4,4
8265,19,0,5,1,2,3,4,0
8266,13,1,5,1,2,5,0,4
8267,17,5,4,4,4,0,0,0
8268,13,3,3,2,1,4,5,2
8269,11,5,0,2,0,5,4,4
8270,8,0,1,3,1,0,0,3
8271,28,2,2,1,4,3,0,4
8272,29,1,4,0,0,0,2,3
8273,4,3,1,0,0,0,3,4
8274,17,5,3,4,0,2,5,1
8275,24,0,4,4,2,5,5,2
8276,16,4,0,3,0,5,3,2
8277,18,0,4,4,4,3,4,2
8278,20,0,2,3,1,4,0,3
8279,3,1,3,3,1,0,2,3
8280,26,0,0,2,4,3,4,0
8281,16,2,1,0,1,4,2,5
8282,29,3,5,1,0,4,0,3
8283,7,3,5,1,1,5,0,5
8284,20,1,1,5,0,3,3,5
8285,0,5,1,1,0,0,1,4
8286,17,3,3,5,2,4,0,4
8287,14,3,0,0,2,4,5,1
8288,21,0,3,3,0,1,4,3
8289,11,5,1,0,0,5,2,4
8290,22,2,2,1,5,4,5,5
8291,7,0,5,4,4,3,4,4
8292,15,3,1,0,1,5,3,3
8293,6,0,4,1,2,3,2,2
8294,9,5,3,4,3,1,4,3
8295,7,1,0,3,4,3,3,1
8296,7,0,0,3,4,0,5,1
8297,24,1,5,0,1,1,2,1
8298,27,2,5,3,0,3,1,4
8299,17,0,4,3,3,2,0,0
8300,22,3,0,3,2,0,3,1
8301,20,2,1,0,4,4,5,2
8302,3,3,1,5,4,4,3,3
8303,9,4,0,3,5,4,1,0
8304,22,4,1,4,0,5,3,2
8305,10,5,2,5,1,3,0,2
8306,8,3,0,4,3,5,4,4
8307,28,2,3,3,3,3,1,0
8308,18,4,3,4,4,5,4,0
8309,3,0,5,1,5,4,1,5
8310,6,0,5,0,3,0,4,5
8311,5,5,4,4,1,4,0,2
8312,5,5,2,0,1,4,0,2
8313,12,0,4,3,4,4,2,5
8314,17,3,3,2,0,0,0,2
8315,6,3,4,0,2,0,0,3
8316,3,2,2,4,3,2,3,5
8317,0,5,0,5,0,3,2,3
8318,9,3,1,1,0,5,3,1
8319,2,2,5,3,0,4,2,1
8320,1,3,5,0,4,1,2,0
8321,20,5,4,4,2,3,2,1
8322,0,5,5,0,4,2,1,0
8323,11,3,2,4,4,0,4,4
8324,9,5,2,1,1,1,4,5
8325,2,0,0,2,1,5,4,2
8326,3,3,3,2,5,3,4,1
8327,26,1,0,0,3,2,4,2
8328,7,0,2,5,3,1,0,0
8329,6,3,3,0,3,1,3,0
8330,2,5,5,2,0,3,1,3
8331,24,3,1,0,1,2,4,5
8332,1,5,2,0,1,4,1,1
8333,8,3,0,1,2,5,5,3
8334,16,1,0,3,5,5,4,5
8335,9,1,4,1,5,2,4,2
8336,13,5,4,3,1,0,2,0
8337,13,4,3,3,4,4,2,1
8338,6,3,5,3,3,5,4,3
8339,27,2,4,5,1,3,1,0
8340,11,5,5,3,5,2,1,0
8341,28,5,1,2,4,5,1,0
8342,19,1,4,4,0,5,2,4
8343,21,5,4,1,2,4,3,4
8344,21,5,5,3,4,1,0,1
8345,11,5,2,1,5,1,0,1
8346,11,1,2,2,5,2,4,4
8347,0,4,3,4,0,5,0,1
8348,12,4,3,1,1,2,0,1
8349,4,2,2,1,0,3,5,2
8350,11,2,1,0,5,4,4,1
8351,21,2,4,2,4,3,0,3
8352,4,2,3,1,3,5,4,0
8353,9,0,3,4,5,2,3,4
8354,24,0,2,2,1,2,3,4
8355,0,2,1,3,0,1,1,5
8356,2,3,4,5,1,3,0,1
8357,10,1,2,1,4,4,2,0
8358,6,0,0,3,0,0,1,4
8359,8,5,2,1,0,4,1,1
8360,19,0,3,4,5,2,3,3
8361,7,0,2,5,2,5,5,2
8362,5,5,3,1,1,1,4,4
8363,24,2,2,2,4,5,1,3
8364,12,1,3,2,3,1,2,2
8365,23,5,3,3,4,5,2,1
8366,14,3,2,3,0,3,2,3
8367,9,3,4,1,0,5,0,4
8368,0,5,3,1,1,5,2,3
8369,9,3,4,3,1,3,3,0
8370,26,2,3,1,2,2,5,1
8371,24,5,3,5,2,0,1,2
8372,21,4,3,2,5,4,3,5
8373,26,2,1,2,0,2,1,3
8374,23,4,4,0,4,3,4,0
8375,3,5,4,5,3,5,4,3
8376,7,4,1,2,1,5,3,0
8377,21,3,0,0,0,5,3,0
8378,23,1,3,5,2,2,5,0
8379,0,5,1,0,0,0,3,2
8380,20,0,1,2,4,4,3,1
8381,6,3,4,5,3,5,4,3
8382,22,2,1,5,3,0,0,0
8383,16,3,3,3,0,4,1,1
8384,14,0,4,3,3,2,3,4
8385,25,2,3,2,2,2,5,3
8386,25,5,1,5,5,0,1,0
8387,21,4,1,3,5,0,3,4
8388,17,4,1,3,0,3,5,1
8389,1,1,5,0,0,0,0,5
8390,14,5,5,4,4,2,4,5
8391,25,1,3,1,4,1,1,1
8392,14,5,4,2,4,5,3,0
8393,6,3,3,2,5,5,1,0
8394,29,3,4,5,0,4,5,3
8395,25,1,5,0,3,2,3,2
8396,2,0,1,3,0,3,5,4
8397,18,5,2,1,4,2,1,5
8398,20,4,2,2,4,0,4,5
8399,29,4,2,2,1,3,0,5
8400,28,1,5,2,4,0,1,4
8401,4,1,4,2,5,0,0,4
8402,0,0,4,5,5,3,0,3
8403,13,2,5,5,3,3,0,0
8404,14,4,1,2,0,5,0,5
8405,5,3,5,3,1,4,4,5
8406,17,2,4,5,1,3,4,1
8407,24,3,0,5,5,1,3,3
8408,15,3,4,4,4,2,5,5
8409,29,0,4,4,5,5,1,3
8410,12,4,2,1,3,2,2,2
8411,21,2,0,5,3,4,5,0
8412,24,3,3,0,0,4,3,0
8413,1,1,2,0,3,1,5,3
8414,7,5,0,0,2,2,0,4
8415,17,2,5,0,1,4,0,2
8416,5,4,1,4,4,3,1,5
8417,0,3,1,1,1,3,2,0
8418,1,3,4,1,3,1,0,2
8419,12,2,5,4,0,2,1,4
8420,18,2,4,3,4,4,5,5
8421,23,0,2,2,1,3,5,0
8422,28,0,3,2,2,1,4,4
8423,19,0,2,5,0,2,0,0
8424,27,4,2,4,2,1,4,1
8425,27,1,0,4,4,3,0,1
8426,1,1,4,4,0,1,5,0
8427,16,3,0,4,1,1,3,4
8428,6,0,1,1,1,3,4,1
8429,17,0,1,3,1,4,3,1
8430,5,3,2,4,3,2,1,0
8431,28,0,5,1,3,3,5,2
8432,26,0,4,1,1,1,4,0
8433,29,1,2,5,0,2,0,1
8434,7,3,5,3,1,5,3,2
8435,16,2,1,4,3,1,1,2
8436,15,3,2,3,5,4,2,5
8437,25,5,5,4,3,0,0,1
8438,7,5,4,5,2,5,5,1
8439,1,1,2,2,5,5,3,0
8440,21,3,1,5,5,3,0,3
8441,20,2,0,4,5,5,5,4
8442,6,3,4,0,5,3,4,4
8443,1,0,5,3,5,3,4,5
8444,29,1,0,1,1,4,2,5
8445,8,3,3,5,2,1,5,0
8446,23,4,5,2,3,3,0,4
8447,25,4,3,3,2,0,0,4
8448,2,3,5,1,3,2,5,1
8449,5,4,5,5,1,4,0,1
8450,9,2,3,5,1,5,3,0
8451,28,5,1,5,3,1,3,5
8452,25,5,5,1,4,3,1,5
8453,28,4,4,0,0,0,3,0
8454,27,5,3,4,4,2,1,2
8455,10,1,4,0,3,1,1,0
8456,25,5,1,5,2,3,0,3
8457,1,1,5,4,4,2,3,4
8458,20,1,1,5,5,1,0,2
8459,25,5,2,1,3,4,3,0
8460,6,4,1,5,0,1,0,1
8461,8,0,0,0,5,1,1,3
8462,5,0,1,1,2,1,1,3
8463,13,3,2,1,5,0,1,1
8464,5,3,0,0,2,0,4,3
8465,25,1,3,2,0,0,1,0
8466,9,2,5,3,1,1,1,5
8467,8,1,0,5,2,3,1,2
8468,12,4,3,2,1,5,2,1
8469,7,2,2,1,0,5,3,4
8470,23,0,2,2,0,0,3,1
8471,15,2,4,3,4,1,0,5
8472,28,0,1,3,5,4,5,3
8473,24,0,5,2,0,3,3,5
8474,20,0,3,1,3,1,4,2
8475,21,5,3,2,4,3,5,0
8476,22,1,1,5,5,0,4,5
8477,9,3,3,5,0,1,0,1
8478,22,1,3,1,3,3,0,3
8479,14,3,4,3,5,0,5,5
8480,19,5,5,0,2,2,0,1
8481,17,5,1,1,3,1,3,5
8482,13,1,1,0,2,3,5,0
8483,13,2,2,3,2,5,5,5
8484,19,0,1,3,2,5,3,5
8485,17,2,3,2,3,4,0,2
8486,0,5,4,5,3,1,3,4
8487,25,2,5,0,1,5,3,1
8488,22,1,2,2,1,0,3,5
8489,26,2,0,5,3,3,3,4
8490,28,0,3,2,2,4,4,4
8491,8,4,1,1,1,1,1,1
8492,12,3,0,3,5,5,3,4
8493,27,4,2,5,4,3,3,0
8494,1,1,1,1,5,5,2,5
8495,22,0,2,3,2,4,4,2
8496,27,3,5,3,3,1,2,2
8497,24,4,1,3,1,3,4,4
8498,5,1,1,1,0,3,0,4
8499,24,1,5,1,1,5,4,5
8500,14,3,5,3,0,3,2,0
8501,11,0,1,3,1,5,4,5
